"","CHP212_WT_DMSO_1","CHP212_WT_DMSO_2","CHP212_WT_Nutlin_1","CHP212_WT_Nutlin_2","CHP212_KO_DMSO_1","CHP212_KO_DMSO_2","CHP212_KO_Nutlin_1","CHP212_KO_Nutlin_2"
"ENSG00000171564",7,4,12.137,13.075,3,7,1,2
"ENSG00000171566",5273.999,4719.002,4829.001,4368.003,6354.002,6915.998,6550.999,5740
"ENSG00000171570",19.615,5.819,6.697,14.069,6.196,22.84,8.142,63.276
"ENSG00000171574",1463.638,1442.424,1410.818,1541.147,1511.502,1706.564,1421.572,1247.974
"ENSG00000171595",0,0,8,14,0,0,8,3
"ENSG00000171596",6.373,22.416,5.188,6.322,12.925,7.111,9.175,4.036
"ENSG00000171603",6116,5941.999,5861.001,5365.001,8937.001,9580.986,8214.999,7413.999
"ENSG00000171604",6943.999,6827.998,5614.999,4766.998,7626.001,8566.999,6975,6561.999
"ENSG00000171606",1064.895,903.564,888.913,882.45,1274.83,1319.67,1347.092,1144.581
"ENSG00000171608",50.106,35.776,122.169,103.965,34.156,24.129,19.247,13.095
"ENSG00000171611",0,0,0,0,0,0,0,0
"ENSG00000171612",999.591,948.295,822.768,708.418,1045.583,1060.08,1084.778,1011.444
"ENSG00000171617",5997.48,5520.924,15475.263,15628.429,8850.489,9744.942,20526.373,16968.833
"ENSG00000171621",451.001,404,556,451,1130,1135.999,749,732
"ENSG00000171631",81.52,83.533,107.735,80.087,104.968,97.399,94.606,91.579
"ENSG00000171634",15535.972,14056.31,16596.099,18610.161,24402.584,27061.733,25493.636,23475.946
"ENSG00000171643",0,0,0,6,2,0,6,0
"ENSG00000171649",2707,2425.061,1182.272,1201.007,2865.117,3230.03,1963.504,1733.084
"ENSG00000171657",25.283,40.527,50.577,29.485,56.69,59.25,55.909,47.227
"ENSG00000171658",6,7,10,2,8,8,7,7
"ENSG00000171659",2,2,4,9,17,26,25,12
"ENSG00000171680",1062.999,969.998,1295,1604.999,1089,1269.999,1243.001,1164.998
"ENSG00000171681",4124.949,3943.62,2948.983,2970.833,6202.433,7161.487,5399.731,4589.958
"ENSG00000171695",3,14,2,2,19,12,22,17
"ENSG00000171700",1079.999,902,836.999,644,867.001,919,912.999,712
"ENSG00000171703",1291,1211,1492.998,1343.999,2319.001,2331.998,2452,2316.998
"ENSG00000171714",734.001,585,529,506.001,1213,1447.999,1226.001,1148.001
"ENSG00000171720",4432,3991.999,4393.999,3737,5591.999,5964.001,5340.001,4587
"ENSG00000171722",0,0,3,11,0,5,16,6
"ENSG00000171723",1655.999,1625.998,3023.001,2797,2007.998,2146.999,2824,2581.999
"ENSG00000171724",63,100,72,54,520,575,514,588
"ENSG00000171729",611,525,381,247.001,1127.999,1082,1075.999,983
"ENSG00000171735",1185.999,1304,1096.533,796.442,1418.001,1530.175,1323.188,1127
"ENSG00000171757",103.724,144.231,154.273,86.08,168.138,136.247,179.494,138.531
"ENSG00000171759",0,0,0,0,0,0,0,0
"ENSG00000171763",1936,1764,1623,1598.999,1843,2119,2178.001,1678.999
"ENSG00000171766",71.002,44,26,46,194.001,174.999,170,118
"ENSG00000171772",28.176,8.534,18.297,15.02,33,30.35,53.902,31.844
"ENSG00000171773",0,0,0,4,0,0,0,0
"ENSG00000171777",52.162,47.743,53.232,63.364,59.499,57.196,71.596,64.787
"ENSG00000171786",22,15,79,49,38,26,46,61
"ENSG00000171790",95,64,78,93,116,98,131,108
"ENSG00000171791",906,782.999,521,518.999,3896.999,4089.998,4288.001,3521
"ENSG00000171792",2306.093,2501.062,1215.299,1049.003,3222.025,3465,2339.146,2193.162
"ENSG00000171793",7159.44,6398.618,6085.208,5543.368,7929.282,8531.058,7498.659,6575.986
"ENSG00000171794",0,0,8,4,0,0,21,23
"ENSG00000171798",338,405,693.001,713,652.999,707,976.001,925.999
"ENSG00000171804",2,0,2,2,0,0,0,0
"ENSG00000171806",862,841,722,698,1182,1318,1032.001,880
"ENSG00000171811",87,94.001,102,80.999,61.001,106,143,132.999
"ENSG00000171812",134,115,96,121,79,98,98,105
"ENSG00000171813",1831,1682,2370,2251,2282,2451,2936,2510
"ENSG00000171817",116.009,162.019,322.029,258.044,272.905,278.003,382.001,357.888
"ENSG00000171819",0,2,1,0,0,0,0,1
"ENSG00000171823",782,723,538,477,831,1009,727,658
"ENSG00000171824",4567.76,4373.938,3660.912,3286.287,4488.682,4642.013,4418.957,3768.265
"ENSG00000171827",605.08,643.177,716.952,684.877,796.426,944.127,903.111,696.761
"ENSG00000171840",2,2,6,2,5,6,15,13
"ENSG00000171843",221.001,226.999,121.999,102,2439,2708,2072.001,1755.999
"ENSG00000171847",52.97,57.031,235.763,245.894,142.701,105.75,674.594,565.655
"ENSG00000171848",15415.999,15289.076,1944.791,1800.108,16308.789,17639.928,4868.795,4537.527
"ENSG00000171853",1505.249,1387.862,1397.856,1475.002,1494.61,1458.952,1520.924,1361.474
"ENSG00000171855",2,2,0,4,0,0,2,4
"ENSG00000171858",27179.001,25363.001,30780.999,24908.001,38178.999,42358.998,38170,38764.999
"ENSG00000171860",15,17,8,4,3,0,2,4
"ENSG00000171861",2291.001,2382.001,2022.999,1853.999,2265.999,2613.001,2290,2013
"ENSG00000171862",6294.124,5324.942,7471.409,5715.563,6578.774,7616.853,7792.108,6768.226
"ENSG00000171863",45163.303,40543.03,49332.598,39948.96,52165.647,57414.038,56179.679,52310.662
"ENSG00000171864",3.01,9.038,2.006,1.989,16.109,8.08,3.248,2.17
"ENSG00000171865",6857.704,7055.264,5889.176,6046.863,7286.151,7644.213,6876.447,6281.294
"ENSG00000171867",20066,19977.001,18294,16286,10241,10609,12258.999,11003
"ENSG00000171872",0,0,2,1,0,0,0,3
"ENSG00000171873",6,1,10,0,0,2,16,5
"ENSG00000171877",609,548.999,1529,1414,375.999,381.001,456.001,457
"ENSG00000171885",5,6,7,0,2,2,12,8
"ENSG00000171903",9,2,43,19,1,0,0,0
"ENSG00000171914",2542,2273,1579.001,1665,3473.001,3976,3123.001,2611.999
"ENSG00000171928",3991.707,3673.139,4972.954,4305.477,4150.698,4568.924,4664.961,4049.958
"ENSG00000171931",2.711,4.561,9.599,1.127,12.404,8.161,22.091,7.231
"ENSG00000171936",0,0,0,0,0,0,0,0
"ENSG00000171940",2854,2701,3270,3486,3164.001,3597,3504.999,3127
"ENSG00000171942",0,0,0,0,0,0,0,0
"ENSG00000171943",3425.437,2977.419,2213.862,2232.891,3005.081,3449.327,2819.784,2539.672
"ENSG00000171944",0,0,0,0,2,0,0,0
"ENSG00000171951",13188,12751,11071,9610,6300,5785,7464,6502
"ENSG00000171953",1108.26,1081.796,1282.221,1321.41,1305.228,1361.001,1235.718,1085.184
"ENSG00000171954",0,0,0,0,0,0,0,0
"ENSG00000171956",0,0,0,0,0,0,0,0
"ENSG00000171960",2432.311,2141.975,1170.933,997.455,2120.194,2350.888,1318.266,1252.952
"ENSG00000171962",254.742,269.206,333.781,341.589,492.771,525,534.282,456.817
"ENSG00000171970",383.925,392,244.014,224,335,432,298,248
"ENSG00000171984",179,147,250.001,145,165,185.001,252,190.001
"ENSG00000171988",3778,3552,3096,3204.999,6105.999,6880,5608,4515.001
"ENSG00000171989",0,0,3,0,4,0,3,0
"ENSG00000171992",2145,1917,3464,3417,4244,4088,5100.999,4709
"ENSG00000171999",0,0,0,0,0,0,0,0
"ENSG00000172000",586.893,534.167,938.87,1097.071,254.886,264.898,242.615,210.687
"ENSG00000172005",8,0,0,0,0,0,0,2
"ENSG00000172006",409.989,326.755,451.844,485.082,760.523,833.373,797.484,747.888
"ENSG00000172007",738.842,601.594,719.884,758.076,1371.558,1574.059,1611.078,1012.925
"ENSG00000172009",9794.001,8547.002,6741.001,6450.002,8052.001,8878.001,7171,6520.003
"ENSG00000172014",10.752,15.785,159.124,227.895,16.653,6.174,78.313,60.58
"ENSG00000172016",0,8,0,0,0,0,0,4
"ENSG00000172020",279,288,118,65,804,795,362,369
"ENSG00000172023",0,4,0,0,0,0,0,2
"ENSG00000172031",133,155,89,79,176,129,104,141
"ENSG00000172037",5332.002,5147.999,6727.999,6956.999,5453.001,5855.999,5897.001,5565.999
"ENSG00000172046",5423.999,4846,5767.999,5825.002,7298.999,8533.001,7498.999,6952.001
"ENSG00000172053",8409.997,8000.999,9462,8607,12213.002,12727.001,12702.001,11147.004
"ENSG00000172057",5671,5423,5321,5305,8435,8875,7972,6860
"ENSG00000172058",0,23.413,0,0,9.343,0,14.903,0
"ENSG00000172059",728.999,734,283,317,1119,1138.001,812.001,878
"ENSG00000172061",0,7,0,0,18,20,12,7
"ENSG00000172062",284.879,246.946,328.09,264.096,366.534,392.582,394.215,314.755
"ENSG00000172071",1967.427,1682.517,2487.444,2265.225,2872.748,3329.118,3227.691,2828.826
"ENSG00000172073",0,0,62,45,0,0,36,33
"ENSG00000172081",1512.193,1469.523,3301.889,2981.997,1916.925,1957.297,2508.449,2553.441
"ENSG00000172086",1717,1420,1327,1125,2148,2246,1763,1577
"ENSG00000172113",2185.647,2029.91,1862.762,1845.862,2856.528,3147.79,3139.582,2627.062
"ENSG00000172115",28051.378,27981.881,22105.83,18936.083,25793.321,26961.642,21347.685,20578.255
"ENSG00000172116",0,0,2,0,4,0,2,2
"ENSG00000172123",0,0,0,0,0,0,0,3
"ENSG00000172137",0,0,2,0,0,0,0,0
"ENSG00000172139",0,0,0,0,0,0,0,0
"ENSG00000172146",443.986,362.784,543.76,510.251,712.839,681.827,844.73,737.433
"ENSG00000172148",0,0,0,0,0,0,0,0
"ENSG00000172150",0,0,0,0,0,0,0,0
"ENSG00000172154",0,0,0,0,0,0,0,0
"ENSG00000172155",0,0,0,0,0,0,0,0
"ENSG00000172156",0,2,0,0,0,0,0,0
"ENSG00000172159",86,73,123,128,504,542,522,459
"ENSG00000172164",678.999,723.216,473.084,388,964.068,996.437,1059.744,1008.655
"ENSG00000172167",1552.7,1557.84,595.993,689.068,1542.689,1588.564,957.64,892.396
"ENSG00000172171",992,992,767,741.001,1629,1613.326,1507,991
"ENSG00000172172",2962,2882.999,3404,2626.998,2690.001,2865,2771.999,2602.998
"ENSG00000172175",3547.001,3182.999,2300.002,2123.999,2382.998,2597.001,2306,1991.998
"ENSG00000172179",0,0,0,0,2,2,0,0
"ENSG00000172183",109,114,88.001,78.001,207.999,203.999,223,243.999
"ENSG00000172186",3,2,3,4,1,4,1,5
"ENSG00000172188",0,0,0,0,0,0,0,0
"ENSG00000172197",2266.411,2234.11,1707.338,1589.745,2390.818,2500.855,2045.238,1588.095
"ENSG00000172201",3006,3103,2067,2026,4839,5136,5747,5165
"ENSG00000172208",0,0,0,0,0,0,0,0
"ENSG00000172209",11.344,54.322,10.347,37.792,26.43,0,9.792,31.257
"ENSG00000172215",31,28,47,68,41,23,24,33
"ENSG00000172216",1734,1503,2781,2325,2133,2308,3659,2767
"ENSG00000172232",0,0,0,0,0,0,1.017,0
"ENSG00000172236",2,18.589,0,0,2,0,0,10.65
"ENSG00000172238",0,1,0,0,2,0,0,2
"ENSG00000172239",10971,11003.999,9319,8056.02,13260.999,14394.999,11939.541,11009.943
"ENSG00000172243",62.618,41.328,44.411,37.534,65.155,65.045,56.475,68.351
"ENSG00000172244",1026.001,932,367,348,974.999,1152.001,551,388.999
"ENSG00000172250",0,0,0,0,0,1.81,0,0
"ENSG00000172260",377.902,355.224,461.572,482.07,766.292,770.681,752.321,683.797
"ENSG00000172262",3392.539,3164.924,3171.002,2865.428,4056.433,4271.89,4215.308,3791.989
"ENSG00000172264",55.779,35.497,88.007,94.795,57.86,79.202,109.123,72.588
"ENSG00000172269",3688.833,3101.73,3009.15,2531.945,4139.957,4126.246,3907.174,3337.914
"ENSG00000172270",31025.135,29179.001,30661,25931.002,26327.002,27239.999,26391.001,23822.001
"ENSG00000172273",2137.556,1788.752,2520.433,2239.144,2780.722,3039.122,3056.049,2876.338
"ENSG00000172283",0,0,0,0,0,0,0,0
"ENSG00000172288",0,0,0,0,0,0,0,0
"ENSG00000172289",0,0,0,0,0,0,0,0
"ENSG00000172292",8407,7990,14325,14064,8384,8800,11610,10299
"ENSG00000172294",0,0,0,0,0,0,0,0
"ENSG00000172296",71.026,83.209,75.935,66.238,68.143,64.972,52.424,42.781
"ENSG00000172297",9.195,3,7,10.528,10.539,6.409,7.21,3.033
"ENSG00000172301",4308,4282.999,2861,2140.998,4372.999,4373,3343,3225.001
"ENSG00000172315",2326,2210,2751,2649,2273,2571,2811,2498
"ENSG00000172318",1359.61,1311.855,1291.26,1162.598,2153.405,2235.418,2209.379,1995.441
"ENSG00000172320",81.13,70.965,57.39,92.208,134.431,149.884,140.204,111.664
"ENSG00000172322",2,0,0,0,0,0,0,0
"ENSG00000172324",55.985,58.663,54.927,37.656,81.987,107.861,113.495,97.77
"ENSG00000172331",1686,1555.001,1900.999,1590.999,1955,2050,1933,1693
"ENSG00000172336",3535,3255,1934,1450,2709,3050,2088,1835
"ENSG00000172339",508.27,398.661,399.327,317.595,436.193,489.144,378.128,381.27
"ENSG00000172340",4392.999,4040,3679,3395,3862.999,4023,3474.002,3004.999
"ENSG00000172342",0,0,0,0,0,0,0,0
"ENSG00000172345",239.808,195.783,189.994,218.94,151.583,163.458,205.971,159.685
"ENSG00000172346",388.034,346.048,1089,1018.099,329.074,373.052,560.119,590.042
"ENSG00000172348",22,28,30,14,77,66,76,109
"ENSG00000172349",28.304,21.182,33.493,43.148,31.139,37.408,34.308,48.6
"ENSG00000172350",24,10,64.999,85.999,20,22,59,48
"ENSG00000172352",0,0,0,0,0,0,0,0
"ENSG00000172354",11214.002,10304.998,10951.001,9094,10294.001,10909,9803.002,8602.998
"ENSG00000172361",26,19,55,45,31,63,50,38
"ENSG00000172362",0,2,0,0,0,0,0,0
"ENSG00000172365",0,0,0,2,0,0,0,0
"ENSG00000172366",2426.996,1860.3,2416.225,2143.204,1888.255,2123.58,2531.249,2251.033
"ENSG00000172367",1,6,0,0,4,1,2,8
"ENSG00000172375",1789.859,1656.15,1656.441,1633.671,1541.19,1652.804,1937.232,1502.438
"ENSG00000172377",0,0,0,0,0,0,0,0
"ENSG00000172379",331,249.001,391.033,368.002,3969.999,4722.31,4745.078,4177.003
"ENSG00000172380",3548,3211,3593,3483,4476,5097,3816,3488
"ENSG00000172382",121.805,112.817,188.398,147.986,192.765,200.987,214.316,160.526
"ENSG00000172399",2,2,0,6,4,10,10,7
"ENSG00000172403",2949.085,2346.326,2966.098,2940.651,5307.983,6021.899,4894.482,4419.46
"ENSG00000172404",8.309,17.061,9.45,14.007,28.179,46.919,17.502,14.856
"ENSG00000172409",1563.001,1708,2897.133,2508.986,1823.148,2056,2517,2232.001
"ENSG00000172410",0,6,4,0,0,0,5,2
"ENSG00000172421",227.511,252.494,231.604,267.98,321.374,283.887,334.982,292.714
"ENSG00000172425",17,24,59,58,60,75,84.819,71
"ENSG00000172426",31.088,36.484,46.644,34.434,60.833,61.151,57.444,23.528
"ENSG00000172428",2844,2699,2931,2484.002,3689,4111,3398,3069
"ENSG00000172432",4201.014,3789.013,3000.9,2980.001,5524.002,5962.065,5003.999,4558.02
"ENSG00000172456",142.999,112,89,116,197,178,219.998,148.999
"ENSG00000172457",0,0,0,0,0,0,4.151,0
"ENSG00000172458",543,492,289.001,215,591,627,498,437
"ENSG00000172459",0,0,0,0,0,0,0,0
"ENSG00000172460",0,0,3,0,0,0,0,0
"ENSG00000172461",961.074,871.031,472.24,591.016,68.315,73,65.003,56.126
"ENSG00000172464",0,0,0,0,0,0,0,0
"ENSG00000172465",620.936,534.764,717.828,598.654,984.863,1092.869,1041.83,952.928
"ENSG00000172466",9732.999,8756,9038.001,8929.001,11546.999,12494,11105,9238.001
"ENSG00000172468",0,0,0,0,0,0,0,0
"ENSG00000172469",3777.999,3627.998,2049,1804.999,2655,3050.001,2173,1913.999
"ENSG00000172476",211.943,226.792,362.072,286.721,475.721,548.054,448.644,391.625
"ENSG00000172478",4,4,0,0,5,6,0,0
"ENSG00000172482",27.359,17.49,14.086,20.344,26.265,42.452,30.73,26.847
"ENSG00000172493",3448.001,3195.001,4173,4522,4210,4653,4914.001,4127
"ENSG00000172497",0,4,2,0,0,4,2,8
"ENSG00000172500",3746.001,3288.999,2912,2357.003,4256.001,4223.001,3682.001,3314
"ENSG00000172508",20,18,180,195,60,63,116.728,100
"ENSG00000172519",61.032,48.163,60.225,73.949,100.332,108.05,83.203,61.729
"ENSG00000172530",824.119,727.703,906.656,704.001,943.125,956.385,845.796,809.013
"ENSG00000172531",9901.447,9141.728,7616.539,6672.605,8276.475,9249.329,7136.212,6295.517
"ENSG00000172534",11536.999,11355.999,7051.001,7453,12489.999,13359.001,9176.999,8462
"ENSG00000172538",0,0,10,0,0,0,0,0
"ENSG00000172543",21.169,31.001,28.003,11,15.002,7,11,9
"ENSG00000172548",44,52,25,18,28,30,44,22
"ENSG00000172551",0,0,0,0,0,0,0,0
"ENSG00000172554",0,0,2,0,0,2,0,0
"ENSG00000172568",0,0,4.918,0,5,0,0,0
"ENSG00000172572",7605,7270,8694.033,8729,4764.335,5460,4653,4280
"ENSG00000172575",792.001,717.804,869.999,743.999,310.094,257.991,310.999,348.999
"ENSG00000172578",127.118,99.522,195.723,143.694,171.615,168.56,173.759,122.591
"ENSG00000172586",2861,2545,2301,1811,3154,3233,2615,2226
"ENSG00000172590",3770.002,3382.121,3581.995,2912.002,3692.995,4130.543,3478.76,3506.999
"ENSG00000172594",791.999,759,662,535.001,714,799.999,729,670.999
"ENSG00000172602",79.616,82.287,109.202,105.296,110.603,129.196,140.748,120.761
"ENSG00000172613",3129.294,2788.533,2041.966,2087.229,3021.041,3201.508,2594.938,2347.604
"ENSG00000172638",2503.999,2502,2126,1854.998,4171,4071.002,3500.999,3388
"ENSG00000172640",0,0,0,0,0,0,0,0
"ENSG00000172650",1156.051,1010.816,1215.101,1133.224,1112.512,1147.407,1292.053,1139.285
"ENSG00000172661",3609.155,3216.481,5358.151,5295.273,5281.812,5791.98,6504.586,5990.151
"ENSG00000172663",824.591,690.947,1294.909,1177.822,1176.832,1234.82,1604.253,1502.468
"ENSG00000172667",5116.401,4790.638,28679,29338.487,4572.512,4900.935,20521.957,18743.468
"ENSG00000172671",236.001,147,202,237.999,359,390.999,557.998,513.998
"ENSG00000172673",0,0,0,0,0,2,1,2
"ENSG00000172680",0,0,0,0,0,0,0,0
"ENSG00000172687",2762.612,2408.563,1389.904,1184.764,2893.196,3089.646,2062.45,1720.562
"ENSG00000172689",52.13,61.339,45.314,88.511,65.286,70.887,61.481,59.003
"ENSG00000172716",18.938,15,16,10,36,16.73,26,11.206
"ENSG00000172717",2,5,6,2.001,0,5.063,21.529,2.008
"ENSG00000172724",2,0,0,0,0,0,0,2
"ENSG00000172725",3445.352,3058.999,5232.302,4714.244,3016,3271,3917.219,3385
"ENSG00000172728",862.001,747,654,727,718.999,944,773.001,739.999
"ENSG00000172731",1359,1382,518,463,1777.999,1956.001,1506.999,1331.001
"ENSG00000172732",2463.003,2394.296,2369.008,2221.571,2977.76,3172.213,3410.274,2901.309
"ENSG00000172733",263,256,314,336,754,752,751,634
"ENSG00000172738",8.141,6.177,20.526,20.922,10.121,19.843,27.578,43.646
"ENSG00000172742",21.835,21.95,27.064,35.669,45.808,27.825,39.437,21.201
"ENSG00000172746",1,1,0,2,3,0,1,1
"ENSG00000172748",268.002,227.007,901,831.029,513.265,583.204,1263.029,919
"ENSG00000172752",0,0,0,0,6,2,10,2
"ENSG00000172757",50391.793,52107.404,47995.168,36382.725,49270.728,49754.29,39008.181,37085.843
"ENSG00000172765",1511,1458.002,1496,1578.999,3138.001,3406.001,3216,3061.003
"ENSG00000172766",3168.236,2850.999,2139,1968.998,2067.024,2191.004,1844,1810.146
"ENSG00000172769",0,0,0,0,0,0,0,0
"ENSG00000172771",65.291,52.044,48.201,41.505,50.52,50.862,51.101,38.494
"ENSG00000172772",0,0,0,0,0,0,0,0
"ENSG00000172775",9354.674,9085.984,8286.001,7123.999,9457.001,10061.814,8950.002,8023.998
"ENSG00000172780",1067.728,762.42,1028.705,1387.494,354.744,691.8,694.594,466.283
"ENSG00000172782",2.002,1,4,0,1,1,3.904,5.241
"ENSG00000172785",2657.158,2614.414,2801.824,2665.252,3117.455,3473.798,3682.291,3259.075
"ENSG00000172789",186.777,258,221.299,162.988,269.009,266.62,265.405,230.441
"ENSG00000172794",8,8,4,8,6,8,7,2
"ENSG00000172795",3678.529,3153.582,3097.478,2891.509,4404.128,4895.434,4046.677,3103.581
"ENSG00000172799",0,4,0,0,0,0,0,2
"ENSG00000172803",155.201,145.299,620.87,606.702,122.549,181.527,309.546,318.881
"ENSG00000172809",78524.999,74843.001,94508,70749.001,102997.417,110782.001,83149.001,98228.999
"ENSG00000172817",18,14,6,12,18,44,22,22
"ENSG00000172818",2,3,15,18,1,0,6,16
"ENSG00000172819",2929,2432.999,3102.001,2918.002,2551.998,2889.998,2950.001,2644
"ENSG00000172824",0,4.004,9,4.737,53.001,52.981,44.998,76.003
"ENSG00000172828",612.997,538.194,1754.984,1808.577,883.988,969.945,1963.871,1674.578
"ENSG00000172830",140.001,150.999,164.001,221.001,159,257,233,224.999
"ENSG00000172831",4940.997,4472.031,18208.002,17298.001,6385.002,6716.03,14663.001,13481.999
"ENSG00000172840",7488.885,6747.687,6695.079,6606.415,4716.648,5263.245,4810.757,4042.565
"ENSG00000172845",6861.966,6245.002,5494.997,5111.41,8890.006,9759.346,8234.997,7330.388
"ENSG00000172867",0,0,0,3,0,0,0,0
"ENSG00000172869",2052.999,1930,2599.002,2828,4003.999,4300.001,4653.001,3966.001
"ENSG00000172888",8304.441,7485.799,11276.106,12175.314,9184.259,9984.064,10632.749,9652.959
"ENSG00000172889",1429,1466,1355.999,1040,906,1028.999,971,845.999
"ENSG00000172890",3587.948,3349.412,13366.169,13775.105,3235.76,3490.746,9682.347,8497.814
"ENSG00000172893",9943.999,8782.001,4547.003,4129.001,8260.002,8963.001,6868,6212
"ENSG00000172900",0,0,0,6,0,0,0,0
"ENSG00000172901",24,31,29,38.001,6,18,18,7
"ENSG00000172912",0,0,0,0,0,0,0,0
"ENSG00000172915",8923.161,8072.723,11724.9,11093.817,10039.187,11268.044,11226.604,10027.763
"ENSG00000172922",6046.645,5991.18,4718.894,4127.833,7393.645,8012.829,6001.916,5461.165
"ENSG00000172927",36,44,25,39,4,9,8,8
"ENSG00000172932",2704.999,2265,2648.999,2506.005,2226.396,2372.006,2433.001,2440.318
"ENSG00000172935",138,129,33,34,23,39,25,25
"ENSG00000172936",1310,1312.001,1349,1194,13,25,33,34
"ENSG00000172938",0,0,0,0,0,0,0,0
"ENSG00000172939",6837,6961,10148.999,9980.999,6080,6850.001,7411.999,7224.999
"ENSG00000172940",2,2,16,29,4,4.02,8,16.348
"ENSG00000172943",2607,2580,3006.998,2874.997,3248.999,3656.999,3482.999,3138.002
"ENSG00000172954",2104.487,1869.839,1449.846,1267.14,1773.499,1860.473,1566.41,1334.765
"ENSG00000172955",4,14,16,20.001,30,19,48.001,43.001
"ENSG00000172967",0,0,0,0,0,0,0,0
"ENSG00000172969",0,0,101.101,69.91,4,5,112.071,122.514
"ENSG00000172971",0,0,0,0,1,0,5.001,0
"ENSG00000172974",7.618,0,20.838,0,0,0,12.107,20.863
"ENSG00000172977",2014.354,1941.822,1707.106,1612.168,2842.355,2960.176,2513.083,2232.832
"ENSG00000172985",846,749,689,618,5838,6354,6885,5412
"ENSG00000172986",401.429,318.989,247.019,254.209,629.083,673.621,475.141,421.022
"ENSG00000172987",12,4,0,2,18,1,5,8
"ENSG00000172992",3148.69,2737.839,4385.427,3531.014,5583.255,5485.435,7134.005,6405.317
"ENSG00000172995",29,36,46,43,666.001,654,890.002,765.998
"ENSG00000173011",2154.768,1974.143,2296.467,2228.953,2460.68,2647.755,2712.316,2358.952
"ENSG00000173013",64,74,76,72,32,64,30,60
"ENSG00000173020",6627.999,6021.001,4879,4681,5510.001,6060.999,5703.001,4896.998
"ENSG00000173039",4633,4215.001,5417.002,5014,5869.001,6250.998,6476.002,5627.999
"ENSG00000173040",0,0,0,0,0,0,1,0
"ENSG00000173041",1188.001,1022.999,714,566,894.655,907.999,625.347,629.001
"ENSG00000173064",4113.001,3614.998,5804.999,6792.002,5726.002,6444.999,7752,6780.002
"ENSG00000173065",1121.076,1135.828,1540.163,1289.741,1816.095,1937.292,2007.676,1739.738
"ENSG00000173068",359,345,405,412,8591.001,8917,8218.998,6722.001
"ENSG00000173080",0,4,2,1,12,2,3,6
"ENSG00000173083",313.004,219,88.956,88.001,103,102,79.004,64.003
"ENSG00000173085",1099,1121.999,661,596,957,1029.999,751.001,708.999
"ENSG00000173093",0,0,44,24,0,1,9,3
"ENSG00000173110",48.174,30,221,239.761,40.724,45.958,201.288,174
"ENSG00000173113",11081.159,10884.141,10688.417,8535.855,13029.098,13922.389,11882.125,11289.842
"ENSG00000173114",1944.999,1709,1184,1156,7538.999,8802,7090,6178
"ENSG00000173120",7467.044,7128.323,7642.663,7580.387,8149.898,9032.007,7888.13,6794.851
